"","Name","Label","Country_specific","Scale_type","Type","Format","Valid","Invalid","Question","Group"
"295","iccohbt","Interviewer code, respondent cohabiting","no","binary","discrete","numeric-1.0",25876,18511,"F10 INTERVIEWER CODE:","Group Socio-demographics"
"296","marsts","Legal marital status","no","nominal","discrete","numeric-2.0",22309,22078,"F11 This question is about your legal marital status not about who you may or may not be living with. Which one of the descriptions on this card describes your legal marital status now?","Group Socio-demographics"
"297","marstfi","Legal marital status, Finland","no","nominal","discrete","numeric-2.0",1024,43363,"F11FI This question is about your legal marital status not about who you may or may not be living with. Which one of the descriptions on this card describes your legal marital status now? (Finland)","Group Socio-demographics"
"298","marstgb","Legal marital status, United Kingdom","no","nominal","discrete","numeric-2.0",1175,43212,"F11GB This question is about your legal marital status not about who you may
or may not be living with. Which one of the descriptions on this card describes your legal marital status now? (United Kingdom)","Group Socio-demographics"
"299","maritalb","Legal marital status, post coded","no","nominal","discrete","numeric-2.0",43509,878,"F11b POST CODE: MARITAL STATUS","Group Socio-demographics"
"300","chldhm","Children living at home or not","no","binary","discrete","numeric-1.0",44376,11,"F12 INTERVIEWER REFER TO HOUSEHOLD GRID AND CODE:","Group Socio-demographics"
"301","chldhhe","Ever had children living in household","no","binary","discrete","numeric-1.0",28786,15601,"F13 Have you ever had any children of your own, step-children, adopted children, foster children or a partner's children living in your household?","Group Socio-demographics"
"302","domicil","Domicile, respondent's description","no","ordinal","discrete","numeric-1.0",44337,50,"F14 Which phrase on this card best describes the area where you live?","Group Socio-demographics"
"303","edulvlb","Highest level of education","no","nominal","discrete","numeric-4.0",44258,129,"F15 What is the highest level of education you have successfully completed?","Group Socio-demographics"
"304","eisced","Highest level of education, ES - ISCED","yes","nominal","discrete","numeric-2.0",44258,129,"F15 Generated variable: Highest level of education, ES - ISCED","Group Socio-demographics"
"305","edlveat","Highest level of education, Austria","yes","nominal","discrete","numeric-4.0",2007,42380,"F15AT What is the highest level of education you have successfully completed? (Austria)","Group Socio-demographics"
"306","edlvebe","Highest level of education, Belgium","yes","nominal","discrete","numeric-4.0",1761,42626,"F15BE What is the highest level of education you have successfully completed? (Belgium)","Group Socio-demographics"
"307","edlvdch","Highest level of education, Switzerland","yes","nominal","discrete","numeric-4.0",1520,42867,"F15CH What is the highest level of education you have successfully completed? (Switzerland)","Group Socio-demographics"
"308","edlvdcz","Highest level of education, Czechia","yes","nominal","discrete","numeric-4.0",2269,42118,"F15CZ What is the highest level of education you have successfully completed? (Czechia)","Group Socio-demographics"
"309","edubde1","Highest level of education, Germany: h??chster allgemeinbildender Schulabschluss","yes","nominal","discrete","numeric-4.0",2843,41544,"F15DE1 What is the highest level of education you have successfully completed? (Germany 1)","Group Socio-demographics"
"310","eduade2","Highest level of education, Germany: h??chster Studienabschluss","yes","nominal","discrete","numeric-4.0",2840,41547,"F15DE2 What is the highest level of education you have successfully completed? (Germany 2)","Group Socio-demographics"
"311","eduade3","Highest level of education, Germany: h??chster Ausbildungsabschluss","yes","nominal","discrete","numeric-4.0",2838,41549,"F15DE3 What is the highest level of education you have successfully completed? (Germany 3)","Group Socio-demographics"
"312","edlvdee","Highest level of education, Estonia","yes","nominal","discrete","numeric-4.0",2018,42369,"F15EE What is the highest level  of education you have successfully completed? (Estonia)","Group Socio-demographics"
"313","edlvges","Highest level of education, Spain","yes","nominal","discrete","numeric-4.0",1955,42432,"F15ES What is the highest level of education you have successfully completed? (Spain)","Group Socio-demographics"
"314","edlvdfi","Highest level of education, Finland","yes","nominal","discrete","numeric-4.0",1923,42464,"F15FI What is the highest level of education you have successfully completed? (Finland)","Group Socio-demographics"
"315","edlvdfr","Highest level of education, France","yes","nominal","discrete","numeric-4.0",2068,42319,"F15FR What is the highest level  of education you have successfully completed? (France)","Group Socio-demographics"
"316","edubgb1","Highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent","yes","nominal","discrete","numeric-4.0",1940,42447,"F15GB1 What is the highest level of education you have successfully completed? (United Kingdom 1)","Group Socio-demographics"
"317","eduagb2","Highest level of education, United Kingdom: Up to Ph.D or equivalent","yes","nominal","discrete","numeric-4.0",1940,42447,"F15GB2 What is the highest level of education you have successfully completed? (United Kingdom 2)","Group Socio-demographics"
"318","edagegb","Age when completed full time education, United Kingdom","yes","nominal","continuous","numeric-4.0",1942,42445,"F15GB3 How old were you when you completed your continuous full-time education? (United Kingdom)","Group Socio-demographics"
"319","edlvdhu","Highest level of education, Hungary","yes","nominal","discrete","numeric-4.0",1609,42778,"F15HU What is the highest level of education you have successfully completed? (Hungary)","Group Socio-demographics"
"320","edlvdie","Highest level of education, Ireland","yes","nominal","discrete","numeric-4.0",2746,41641,"F15IE What is the highest level of education you have successfully completed? (Ireland)","Group Socio-demographics"
"321","edubil1","Highest level of education, Israeli education, Israel","yes","nominal","discrete","numeric-4.0",2552,41835,"F15IL What is the highest level of education you have successfully completed? (Israel 1)","Group Socio-demographics"
"322","eduail2","Highest level of education, Russian education, Israel","yes","nominal","discrete","numeric-4.0",141,44246,"F15IL What is the highest level of education you have successfully completed? (Israel 2)","Group Socio-demographics"
"323","edlvdis","Highest level of education, Iceland","yes","nominal","discrete","numeric-4.0",875,43512,"F15IS What is the highest level of education you have successfully completed? (Iceland)","Group Socio-demographics"
"324","edlvdit","Highest level of education, Italy","yes","nominal","discrete","numeric-4.0",2605,41782,"F15IT What is the highest level of education you have successfully completed? (Italy)","Group Socio-demographics"
"325","edlvdlt","Highest level of education, Lithuania","yes","nominal","discrete","numeric-4.0",2118,42269,"F15LT What is the highest level  of education you have successfully completed? (Lithuania)","Group Socio-demographics"
"326","edlvenl","Highest level of education, Netherlands","yes","nominal","discrete","numeric-4.0",1679,42708,"F15NL What is the highest level of education you have successfully completed? (Netherlands)","Group Socio-demographics"
"327","edlvdno","Highest level of education, Norway","yes","nominal","discrete","numeric-4.0",1544,42843,"F15NO What is the highest level of education you have successfully completed? (Norway)","Group Socio-demographics"
"328","edlvepl","Highest level of education, Poland","yes","nominal","discrete","numeric-4.0",1689,42698,"F15PL What is the highest level of education you have successfully completed? (Poland)","Group Socio-demographics"
"329","edupl2","Tertiary education: lower or higher/single tier, Poland","yes","nominal","discrete","numeric-1.0",1694,42693,"F15PL2 Tertiary education: lower or higher/single tier, Poland","Group Socio-demographics"
"330","edlvdpt","Highest level of education, Portugal","yes","nominal","discrete","numeric-4.0",1267,43120,"F15PT What is the highest level of education you have successfully completed? (Portugal)","Group Socio-demographics"
"331","edlvdru","Highest level of education, Russian Federation","yes","nominal","discrete","numeric-4.0",2430,41957,"F15RU What is the highest level of education you have successfully completed? (Russian Federation)","Group Socio-demographics"
"332","edlvdse","Highest level of education, Sweden","yes","nominal","discrete","numeric-4.0",1547,42840,"F15SE What is the highest level of education you have successfully completed? (Sweden)","Group Socio-demographics"
"333","edlvesi","Highest level of education, Slovenia","yes","nominal","discrete","numeric-4.0",1304,43083,"F15SI What is the highest level of education you have successfully completed? (Slovenia)","Group Socio-demographics"
"334","eduyrs","Years of full-time education completed","no","continuous","continuous","numeric-2.0",43963,424,"F16 About how many years of education have you completed, whether full-
time or part-time? Please report these in full-time equivalents and include compulsory years of schooling.","Group Socio-demographics"
"335","pdwrk","Doing last 7 days: paid work","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In paid work (or away temporarily) (employee, self-employed, working for your family business)","Group Socio-demographics"
"336","edctn","Doing last 7 days: education","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In education (not paid for by employer) even if on vacation","Group Socio-demographics"
"337","uempla","Doing last 7 days: unemployed, actively looking for job","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days?
Unemployed and actively looking for a job","Group Socio-demographics"
"338","uempli","Doing last 7 days: unemployed, not actively looking for job","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Unemployed, wanting a job but not actively looking for a job","Group Socio-demographics"
"339","dsbld","Doing last 7 days: permanently sick or disabled","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Permanently sick or disabled","Group Socio-demographics"
"340","rtrd","Doing last 7 days: retired","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Retired","Group Socio-demographics"
"341","cmsrv","Doing last 7 days: community or military service","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In community or military service","Group Socio-demographics"
"342","hswrk","Doing last 7 days: housework, looking after children, others","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Doing housework, looking after children or other persons","Group Socio-demographics"
"343","dngoth","Doing last 7 days: other","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Other","Group Socio-demographics"
"344","dngref","Doing last 7 days: refusal","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Refusal","Group Socio-demographics"
"345","dngdk","Doing last 7 days: don't know","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Don't know","Group Socio-demographics"
"346","dngna","Doing last 7 days: no answer","no","binary","discrete","numeric-1.0",44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? No answer","Group Socio-demographics"
"347","icomdng","Interviewer code, one/more than one doing last 7 days","no","binary","discrete","numeric-1.0",44375,12,"F17b INTERVIEWER CODE:","Group Socio-demographics"
"348","mainact","Main activity last 7 days","no","nominal","discrete","numeric-2.0",6006,38381,"F17c And which of these descriptions best describes your situation (in the last seven days)?","Group Socio-demographics"
"349","mnactic","Main activity, last 7 days. All respondents. Post coded","no","nominal","discrete","numeric-2.0",44254,133,"F17c2 POST CODE: MAIN ACTIVITY","Group Socio-demographics"
"350","icpdwrk","Interviewer code, respondent in paid work","no","binary","discrete","numeric-1.0",44376,11,"F17d INTERVIEWER REFER TO F17a AND CODE:","Group Socio-demographics"
"351","crpdwk","Control paid work last 7 days","no","binary","discrete","numeric-1.0",20114,24273,"F18 Can I just check, did you do any paid work of an hour or more in the last seven days?","Group Socio-demographics"
"352","pdjobev","Ever had a paid job","no","binary","discrete","numeric-1.0",19200,25187,"F19 Have you ever had a paid job?","Group Socio-demographics"
"353","pdjobyr","Year last in paid job","no","continuous","continuous","numeric-4.0",15022,29365,"F20 In what year were you last in a paid job?","Group Socio-demographics"
"354","emplrel","Employment relation","no","nominal","discrete","numeric-1.0",40659,3728,"F21 In your main job are/were you...","Group Socio-demographics"
"355","emplno","Number of employees respondent has/had","no","continuous","continuous","numeric-5.0",4669,39718,"F22 How many employees (if any) do/ did you have?","Group Socio-demographics"
"356","wrkctra","Employment contract unlimited or limited duration","no","nominal","discrete","numeric-1.0",35622,8765,"F23 Do/did you have a work contract of ...","Group Socio-demographics"
"357","estsz","Establishment size","no","ordinal","discrete","numeric-1.0",39443,4944,"F24 Including yourself, about how many people are/were employed at the place where you usually work/worked?","Group Socio-demographics"
"358","jbspv","Responsible for supervising other employees","no","binary","discrete","numeric-1.0",40665,3722,"F25 In your main job, do/did you have any responsibility for supervising the work of other employees?","Group Socio-demographics"
"359","njbspv","Number of people responsible for in job","no","continuous","continuous","numeric-5.0",11426,32961,"F26 How many people are/were you responsible for?","Group Socio-demographics"
"360","wkdcorga","Allowed to decide how daily work is organised","no","ordinal","discrete","numeric-2.0",40502,3885,"F27-28 I am going to read out a list of things about your working life. Using this card, please say how much the management at your work allows/ allowed you... ...to decide how your own daily work is/was organised?","Group Socio-demographics"
"361","iorgact","Allowed to influence policy decisions about activities of organisation","no","ordinal","discrete","numeric-2.0",40297,4090,"F27-28 I am going to read out a list of things about your working life. Using this card, please say how much the management at your work allows/ allowed you... ...to influence policy decisions about the activities of the organisation?","Group Socio-demographics"
"362","wkhct","Total contracted hours per week in main job overtime excluded","no","continuous","continuous","numeric-3.0",36056,8331,"F29 What are/were your total 'basic' or contracted hours each week (in your main job), excluding any paid and unpaid overtime?","Group Socio-demographics"
"363","icwhct","Have a set 'basic' or contracted number of hours","no","binary","discrete","numeric-1.0",40782,3605,"F29a POST CODE: Set 'basic' or contracted number of hours","Group Socio-demographics"
"364","wkhtot","Total hours normally  worked per week in main job overtime included","no","continuous","continuous","numeric-3.0",37992,6395,"F30 Regardless of your basic or contracted hours, how many hours do/ did you normally work a week (in your main job), including any paid or unpaid overtime","Group Socio-demographics"
"365","nacer2","Industry, NACE rev.2","no","nominal","discrete","numeric-3.0",39945,4442,"F31 What does/did the firm/organisation you work/worked for mainly make or do?","Group Socio-demographics"
"366","tporgwk","What type of organisation work/worked for","no","nominal","discrete","numeric-2.0",40364,4023,"F32 Which of the types of organisation on this card do/did you work for?","Group Socio-demographics"
"367","isco08","Occupation, ISCO08","no","nominal","discrete","numeric-5.0",40127,4260,"F33-34a What is/was the name or title of your main job? In your main job, what kind of work do/did you do most of the time? What training or qualifications are/were needed for the job?","Group Socio-demographics"
"368","wrkac6m","Paid work in another country, period more than 6 months last 10 years","no","binary","discrete","numeric-1.0",40724,3663,"F35 In the last 10 years have you done any paid work in another country for a period of 6 months or more?","Group Socio-demographics"
"369","uemp3m","Ever unemployed and seeking work for a period more than three months","no","binary","discrete","numeric-1.0",44169,218,"F36 Have you ever been unemployed and seeking work for a period of more than three months?","Group Socio-demographics"
"370","uemp12m","Any period of unemployment and work seeking lasted 12 months or more","no","binary","discrete","numeric-1.0",12408,31979,"F37 Have any of these periods lasted for 12 months or more?","Group Socio-demographics"
"371","uemp5yr","Any period of unemployment and work seeking within last 5 years","no","binary","discrete","numeric-1.0",12406,31981,"F38 Have any of these periods been within the past 5 years?","Group Socio-demographics"
"372","mbtru","Member of trade union or similar organisation","no","nominal","discrete","numeric-1.0",44165,222,"F39 Are you or have you ever been a member of a trade union or similar organisation?","Group Socio-demographics"
"373","hincsrca","Main source of household income","no","nominal","discrete","numeric-2.0",43694,693,"F40 Please consider the income of all household members and any income which may be received by the household as a whole. What is the main source of income in your household?","Group Socio-demographics"
"374","hinctnta","Household's total net income, all sources","no","ordinal","discrete","numeric-2.0",36445,7942,"F41 Using this card, please tell me which letter describes your household's total income, after tax and compulsory deductions, from all sources? If you don't know the exact figure, please give an estimate. Use the part of the card that you know best: weekly, monthly or annual income.","Group Socio-demographics"
"375","hincfel","Feeling about household's income nowadays","no","ordinal","discrete","numeric-1.0",43863,524,"F42 Which of the descriptions on this card comes closest to how you feel about your household's income nowadays?","Group Socio-demographics"
"376","icpart3","Interviewer code, lives with husband/wife/partner","no","binary","discrete","numeric-1.0",44208,179,"F43 INTERVIEWER CODE:","Group Socio-demographics"
"377","edulvlpb","Partner's highest level of education","no","nominal","discrete","numeric-4.0",25512,18875,"F44 What is the highest level of education your husband/wife/partner has successfully completed?","Group Socio-demographics"
"378","eiscedp","Partner's highest level of education, ES - ISCED","yes","nominal","discrete","numeric-2.0",25512,18875,"F44 Generated variable: Partner's highest level of education, ES - ISCED","Group Socio-demographics"
"379","edlvpeat","Partner's highest level of education, Austria","yes","nominal","discrete","numeric-4.0",1112,43275,"F44AT What is the highest level of education your husband/wife/partner has successfully completed? (Austria)","Group Socio-demographics"
"380","edlvpebe","Partner's highest level of education, Belgium","yes","nominal","discrete","numeric-4.0",1088,43299,"F44BE What is the highes level of education your husband/wife/partner has successfully completed? (Belgium)","Group Socio-demographics"
"381","edlvpdch","Partner's highest level of education, Switzerland","yes","nominal","discrete","numeric-4.0",959,43428,"F44CH What is the highest level of education your husband/wife/partner has successfully completed? (Switzerland)","Group Socio-demographics"
"382","edlvpdcz","Partner's highest level of education, Czechia","yes","nominal","discrete","numeric-4.0",1248,43139,"F44CZ What is the highest level of education your husband/wife/partner has successfully completed? (Czechia)","Group Socio-demographics"
"383","edupbde1","Partner's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss","yes","nominal","discrete","numeric-4.0",1785,42602,"F44DE1 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 1)","Group Socio-demographics"
"384","edupade2","Partner's highest level of education, Germany:
h??chster Studienabschluss","yes","nominal","discrete","numeric-4.0",1781,42606,"F44DE2 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 2)","Group Socio-demographics"
"385","edupade3","Partner's highest level of education, Germany: h??chster
Ausbildungsabschluss","yes","nominal","discrete","numeric-4.0",1779,42608,"F44DE3 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 3)","Group Socio-demographics"
"386","edlvpdee","Partner's highest level of education, Estonia","yes","nominal","discrete","numeric-4.0",1155,43232,"F44EE What is the highest level of education your husband/wife/partner has successfully completed? (Estonia)","Group Socio-demographics"
"387","edlvpfes","Partner's highest level of education, Spain","yes","nominal","discrete","numeric-4.0",1205,43182,"F44ES What is the highest level of education your husband/wife/partner has successfully completed? (Spain)","Group Socio-demographics"
"388","edlvpdfi","Partner's highest level of education, Finland","yes","nominal","discrete","numeric-4.0",1185,43202,"F44FI What is the highest level of education your husband/wife/partner has successfully completed? (Finland)","Group Socio-demographics"
"389","edlvpdfr","Partner's highest level of education, France","yes","nominal","discrete","numeric-4.0",1070,43317,"F44FR What is the highest level of education your husband/wife/partner has successfully completed? (France)","Group Socio-demographics"
"390","edupbgb1","Partner's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent","yes","nominal","discrete","numeric-4.0",935,43452,"F44GB1 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 1)","Group Socio-demographics"
"391","edupagb2","Partner's highest level of education, United Kingdom: Up to Ph.D or equivalent","yes","nominal","discrete","numeric-4.0",931,43456,"F44GB2 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 2)","Group Socio-demographics"
"392","edagepgb","Partner's age when completed full time education, United Kingdom","yes","nominal","continuous","numeric-4.0",932,43455,"F44GB3 How old was your husband/ wife/partner when they completed continuous full-time education? (United Kingdom)","Group Socio-demographics"
"393","edlvpdhu","Partner's highest level of education, Hungary","yes","nominal","discrete","numeric-4.0",891,43496,"F44HU What is the highest level of education your husband/wife/partner has successfully completed? (Hungary)","Group Socio-demographics"
"394","edlvpdie","Partner's highest level of education, Ireland","yes","nominal","discrete","numeric-4.0",1467,42920,"F44IE What is the highest level of education your husband/wife/partner has successfully completed? (Ireland)","Group Socio-demographics"
"395","edupbil1","Partner's highest level of education, Israeli education, Israel","yes","nominal","discrete","numeric-4.0",1612,42775,"F44IL What is the highest level of education your husband/wife/partner has successfully completed? (Israel 1)","Group Socio-demographics"
"396","edupail2","Partner's highest level of education, Russian education, Israel","yes","nominal","discrete","numeric-4.0",86,44301,"F44IL What is the highest level of education your husband/wife/partner has successfully completed? (Israel 2)","Group Socio-demographics"
"397","edlvpdis","Partner's highest level of education, Iceland","yes","nominal","discrete","numeric-4.0",581,43806,"F44IS What is the highest level of education your husband/wife/partner has successfully completed? (Iceland)","Group Socio-demographics"
"398","edlvpdit","Partner's highest level of education, Italy","yes","nominal","discrete","numeric-4.0",1386,43001,"F44IT What is the highest level of education your husband/wife/partner has successfully completed? (Italy)","Group Socio-demographics"
"399","edlvpdlt","Partner's highest level of education, Lithuania","yes","nominal","discrete","numeric-4.0",1199,43188,"F44LT What is the highest level of education your husband/wife/partner has successfully completed? (Lithuania)","Group Socio-demographics"
"400","edlvpenl","Partner's highest level of education, Netherlands","yes","nominal","discrete","numeric-4.0",979,43408,"F44NL What is the highest level of education your husband/wife/partner has successfully completed? (Netherlands)","Group Socio-demographics"
"401","edlvpdno","Partner's highest level of education, Norway","yes","nominal","discrete","numeric-4.0",1002,43385,"F44NO What is the highest level of education your husband/wife/partner has successfully completed? (Norway)","Group Socio-demographics"
"402","edlvpepl","Partner's highest level of education, Poland","yes","nominal","discrete","numeric-4.0",1003,43384,"F44PL What is the highest level of education your husband/wife/partner has successfully completed? (Poland)","Group Socio-demographics"
"403","eduppl2","Partner's tertiary education: lower or higher/single tier, Poland","yes","nominal","discrete","numeric-1.0",1014,43373,"F44PL2 Partner's tertiary education: lower or higher/single tier, Poland","Group Socio-demographics"
"404","edlvpdpt","Partner's highest level of education, Portugal","yes","nominal","discrete","numeric-4.0",740,43647,"F44PT What is the highest level of education your husband/wife/partner has successfully completed? (Portugal)","Group Socio-demographics"
"405","edlvpdru","Partner's highest level of education, Russian Federation","yes","nominal","discrete","numeric-4.0",1092,43295,"F44RU What is the highest level of education your husband/wife/partner has successfully completed? (Russian Federation)","Group Socio-demographics"
"406","edlvpdse","Partner's highest level of education, Sweden","yes","nominal","discrete","numeric-4.0",1001,43386,"F44SE What is the highest level of education your husband/wife/partner has successfully completed? (Sweden)","Group Socio-demographics"
"407","edlvpesi","Partner's highest level of education, Slovenia","yes","nominal","discrete","numeric-4.0",838,43549,"F44SI What is the highest level of education your husband/wife/partner has successfully completed? (Slovenia)","Group Socio-demographics"
"408","pdwrkp","Partner doing last 7 days: paid work","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In paid work (or away temporarily) (employee, self- employed, working for your family business)","Group Socio-demographics"
"409","edctnp","Partner doing last 7 days: education","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In education (not paid for by employer) even if on vacation","Group Socio-demographics"
"410","uemplap","Partner doing last 7 days: unemployed, actively looking for job","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed
and actively looking for a job","Group Socio-demographics"
"411","uemplip","Partner doing last 7 days: unemployed, not actively looking for job","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed, wanting a job but not actively looking for a job","Group Socio-demographics"
"412","dsbldp","Partner doing last 7 days: permanently sick or disabled","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Permanently sick or disabled","Group Socio-demographics"
"413","rtrdp","Partner doing last 7 days: retired","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Retired","Group Socio-demographics"
"414","cmsrvp","Partner doing last 7 days: community or military service","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In community or military service","Group Socio-demographics"
"415","hswrkp","Partner doing last 7 days: housework, looking after children, others","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Doing housework, looking after children or other persons","Group Socio-demographics"
"416","dngothp","Partner doing last 7 days: other","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Other","Group Socio-demographics"
"417","dngdkp","Partner doing last 7 days: don't know","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Don't know","Group Socio-demographics"
"418","dngnapp","Partner doing last 7 days: not applicable","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Not applicable","Group Socio-demographics"
"419","dngrefp","Partner doing last 7 days: refusal","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Refusal","Group Socio-demographics"
"420","dngnap","Partner doing last 7 days: no answer","no","binary","discrete","numeric-1.0",44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? No answer","Group Socio-demographics"
"421","icomdnp","Interviewer code, one/more than one doing partner last 7 days","no","nominal","discrete","numeric-1.0",25900,18487,"F45b INTERVIEWER CODE:","Group Socio-demographics"
"422","mnactp","Partner's main activity last 7 days","no","nominal","discrete","numeric-2.0",2737,41650,"F45c And which of the descriptions on this card best describes his/her situation (in the last 7 days)?","Group Socio-demographics"
"423","icppdwk","Interviewer code, Respondents partner in paid work","no","binary","discrete","numeric-1.0",25901,18486,"F45d INTERVIEWER REFER TO f45a AND CODE:","Group Socio-demographics"
"424","crpdwkp","Partner, control paid work last 7 days","no","binary","discrete","numeric-1.0",9968,34419,"F46 Can I just check, did he/she do any paid work (of an hour or more) in the last 7 days?","Group Socio-demographics"
"425","isco08p","Occupation partner, ISCO08","no","nominal","discrete","numeric-5.0",15762,28625,"F47-49 What is the name or title of his/ her main job? In his/her main job, what kind of work does he/she do most of the time? What training or qualifications are needed for the job?","Group Socio-demographics"
"426","emprelp","Partner's employment relation","no","nominal","discrete","numeric-1.0",15519,28868,"F50 In his/her main job is he/she...","Group Socio-demographics"
"427","wkhtotp","Hours normally worked a week in main job overtime included, partner","no","continuous","continuous","numeric-3.0",14535,29852,"F51 How many hours does he/she normally work a week (in his/her main job)? Please include any paid or unpaid overtime.","Group Socio-demographics"
"428","edulvlfb","Father's highest level of education","no","nominal","discrete","numeric-4.0",39919,4468,"F52 What is the highest level of education your father successfully completed?","Group Socio-demographics"
"429","eiscedf","Father's highest level of education, ES - ISCED","yes","nominal","discrete","numeric-2.0",39919,4468,"F52 Generated variable: Father's highest level of education, ES - ISCED","Group Socio-demographics"
"430","edlvfeat","Father's highest level of education, Austria","yes","nominal","discrete","numeric-4.0",1921,42466,"F52AT What is the highest level of education your father successfully completed? (Austria)","Group Socio-demographics"
"431","edlvfebe","Father's highest level of education, Belgium","yes","nominal","discrete","numeric-4.0",1610,42777,"F52BE What is the highest level of education your father successfully completed? (Belgium)","Group Socio-demographics"
"432","edlvfdch","Father's highest level of education, Switzerland","yes","nominal","discrete","numeric-4.0",1425,42962,"F52CH What is the highest level of education your father successfully completed? (Switzerland)","Group Socio-demographics"
"433","edlvfdcz","Father's highest level of education, Czechia","yes","nominal","discrete","numeric-4.0",2146,42241,"F52CZ What is the highest level of education your father successfully completed? (Czechia)","Group Socio-demographics"
"434","edufbde1","Father's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss","yes","nominal","discrete","numeric-4.0",2554,41833,"F52DE1 What is the highest level of education your father successfully completed? (Germany 1)","Group Socio-demographics"
"435","edufade2","Father's highest level of education, Germany:
h??chster Studienabschluss","yes","nominal","discrete","numeric-4.0",2632,41755,"F52DE2 What is the highest level of education your father successfully completed? (Germany 2)","Group Socio-demographics"
"436","edufade3","Father's highest level of education, Germany: h??chster
Ausbildungsabschluss","yes","nominal","discrete","numeric-4.0",2550,41837,"F52DE3 What is the highest level of education your father successfully completed? (Germany 3)","Group Socio-demographics"
"437","edlvfdee","Father's highest level of education, Estonia","yes","nominal","discrete","numeric-4.0",1792,42595,"F52EE What is the highest level of education your father successfully completed? (Estonia)","Group Socio-demographics"
"438","edlvffes","Father's highest level of education, Spain","yes","nominal","discrete","numeric-4.0",1839,42548,"F52ES What is the highest level of education your father successfully completed? (Spain)","Group Socio-demographics"
"439","edlvfdfi","Father's highest level of education, Finland","yes","nominal","discrete","numeric-4.0",1834,42553,"F52FI What is the highest level of education your father successfully completed? (Finland)","Group Socio-demographics"
"440","edlvfdfr","Father's highest level of education, France","yes","nominal","discrete","numeric-4.0",1718,42669,"F52FR What is the highest level of education your father successfully completed? (France)","Group Socio-demographics"
"441","edufbgb1","Father's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent","yes","nominal","discrete","numeric-4.0",1621,42766,"F52GB1 What is the highest level of education your father successfully completed? (United Kingdom 1)","Group Socio-demographics"
"442","edufagb2","Father's highest level of education, United Kingdom: Up to Ph.D or equivalent","yes","nominal","discrete","numeric-4.0",1613,42774,"F52GB2 What is the highest level of education your father successfully completed? (United Kingdom 2)","Group Socio-demographics"
